state_code,date,average_temp,common_date_id
AL,2019-12,50.83131313131313,2019-12AL
AL,2020-01,49.115,2020-01AL
AL,2020-02,50.133663366336634,2020-02AL
AL,2020-03,62.338541666666664,2020-03AL
AL,2020-04,61.44455445544554,2020-04AL
AL,2020-05,68.41237113402062,2020-05AL
AL,2020-06,76.63265306122449,2020-06AL
AL,2020-07,80.7108695652174,2020-07AL
AL,2020-08,79.92978723404255,2020-08AL
AL,2020-09,73.73936170212765,2020-09AL
AL,2020-10,66.27340425531915,2020-10AL
AL,2020-11,57.554736842105264,2020-11AL
AL,2020-12,45.11134020618557,2020-12AL
AL,2021-01,45.66,2021-01AL
AL,2021-02,45.93789473684211,2021-02AL
AL,2021-03,58.74791666666667,2021-03AL
AL,2021-04,60.94615384615385,2021-04AL
AL,2021-05,68.76777777777778,2021-05AL
AL,2021-06,76.69101123595506,2021-06AL
AL,2021-07,79.11724137931034,2021-07AL
AL,2021-08,79.74090909090908,2021-08AL
AL,2021-09,73.81084337349398,2021-09AL
AL,2021-10,67.1046511627907,2021-10AL
AL,2021-11,51.32142857142857,2021-11AL
AL,2021-12,56.09775280898876,2021-12AL
AL,2022-01,43.13711340206186,2022-01AL
AL,2022-02,49.20792079207921,2022-02AL
AL,2022-03,56.714851485148515,2022-03AL
AL,2022-04,61.99134615384616,2022-04AL
AL,2022-05,72.8639175257732,2022-05AL
AL,2022-06,79.52970297029702,2022-06AL
AL,2022-07,81.56568627450982,2022-07AL
AL,2022-08,79.01881188118811,2022-08AL
AL,2022-09,73.43106796116504,2022-09AL
AL,2022-10,60.86826923076923,2022-10AL
AL,2022-11,54.937,2022-11AL
AL,2022-12,48.60495049504951,2022-12AL
AL,2023-01,50.79494949494949,2023-01AL
AL,2023-02,55.69009900990099,2023-02AL
AL,2023-03,57.66019417475728,2023-03AL
AL,2023-04,62.63267326732673,2023-04AL
AL,2023-05,69.82121212121213,2023-05AL
AL,2023-06,76.182,2023-06AL
AL,2023-07,80.80860215053764,2023-07AL
AL,2023-08,81.59789473684211,2023-08AL
AL,2023-09,75.44123711340207,2023-09AL
AL,2023-10,64.93953488372094,2023-10AL
AR,2018-12,43.46181818181818,2018-12AR
AR,2019-01,39.77522935779817,2019-01AR
AR,2019-02,44.990990990990994,2019-02AR
AR,2019-03,48.33097345132743,2019-03AR
AR,2019-04,60.60695652173913,2019-04AR
AR,2019-05,70.14864864864865,2019-05AR
AR,2019-06,75.52870370370371,2019-06AR
AR,2019-07,78.89603960396039,2019-07AR
AR,2019-08,80.2849557522124,2019-08AR
AR,2019-09,79.5302752293578,2019-09AR
AR,2019-10,60.516190476190474,2019-10AR
AR,2019-11,46.050909090909094,2019-11AR
AR,2019-12,45.11214953271028,2019-12AR
AR,2020-01,43.18648648648649,2020-01AR
AR,2020-02,43.560360360360356,2020-02AR
AR,2020-03,55.91203703703704,2020-03AR
AR,2020-04,58.38611111111111,2020-04AR
AR,2020-05,66.53302752293578,2020-05AR
AR,2020-06,76.35596330275229,2020-06AR
AR,2020-07,81.32909090909092,2020-07AR
AR,2020-08,77.83577981651376,2020-08AR
AR,2020-09,71.78108108108108,2020-09AR
AR,2020-10,59.402702702702705,2020-10AR
AR,2020-11,53.758715596330276,2020-11AR
AR,2020-12,42.245794392523365,2020-12AR
AR,2021-01,40.7045871559633,2021-01AR
AR,2021-02,34.08598130841121,2021-02AR
AR,2021-03,54.79449541284404,2021-03AR
AR,2021-04,58.04313725490196,2021-04AR
AR,2021-05,66.64563106796116,2021-05AR
AR,2021-06,76.81287128712871,2021-06AR
AR,2021-07,79.49904761904762,2021-07AR
AR,2021-08,80.81904761904762,2021-08AR
AR,2021-09,74.50865384615385,2021-09AR
AR,2021-10,65.431,2021-10AR
AR,2021-11,49.06666666666667,2021-11AR
AR,2021-12,52.84019607843137,2021-12AR
AR,2022-01,37.833653846153844,2022-01AR
AR,2022-02,41.36095238095238,2022-02AR
AR,2022-03,51.56981132075472,2022-03AR
AR,2022-04,59.741904761904756,2022-04AR
AR,2022-05,70.669,2022-05AR
AR,2022-06,78.0813725490196,2022-06AR
AR,2022-07,84.39183673469387,2022-07AR
AR,2022-08,79.5242105263158,2022-08AR
AR,2022-09,73.68829787234043,2022-09AR
AR,2022-10,61.284693877551014,2022-10AR
AR,2022-11,49.187128712871285,2022-11AR
AR,2022-12,42.46041666666667,2022-12AR
AR,2023-01,45.51546391752577,2023-01AR
AR,2023-02,47.80204081632653,2023-02AR
AR,2023-03,52.31979166666667,2023-03AR
AR,2023-04,59.9421568627451,2023-04AR
AR,2023-05,70.07525773195877,2023-05AR
AR,2023-06,77.24411764705881,2023-06AR
AR,2023-07,81.054,2023-07AR
AR,2023-08,81.73854166666666,2023-08AR
AR,2023-09,74.78979591836735,2023-09AR
AR,2023-10,63.72558139534883,2023-10AR
AZ,2018-12,41.57127071823204,2018-12AZ
AZ,2019-01,41.25105263157894,2019-01AZ
AZ,2019-02,39.01370558375634,2019-02AZ
AZ,2019-03,49.41295336787565,2019-03AZ
AZ,2019-04,57.27835051546392,2019-04AZ
AZ,2019-05,57.56887755102041,2019-05AZ
AZ,2019-06,71.98666666666666,2019-06AZ
AZ,2019-07,78.28177083333334,2019-07AZ
AZ,2019-08,78.13351063829788,2019-08AZ
AZ,2019-09,70.7180412371134,2019-09AZ
AZ,2019-10,57.88153846153846,2019-10AZ
AZ,2019-11,50.62722513089005,2019-11AZ
AZ,2019-12,41.13762886597938,2019-12AZ
AZ,2020-01,42.4609375,2020-01AZ
AZ,2020-02,43.88358208955224,2020-02AZ
AZ,2020-03,48.68763440860215,2020-03AZ
AZ,2020-04,56.50454545454545,2020-04AZ
AZ,2020-05,67.80782122905028,2020-05AZ
AZ,2020-06,74.17222222222222,2020-06AZ
AZ,2020-07,79.80277777777778,2020-07AZ
AZ,2020-08,80.78469945355191,2020-08AZ
AZ,2020-09,72.7827027027027,2020-09AZ
AZ,2020-10,64.24845360824743,2020-10AZ
AZ,2020-11,52.01010638297872,2020-11AZ
AZ,2020-12,41.07089947089947,2020-12AZ
AZ,2021-01,41.336363636363636,2021-01AZ
AZ,2021-02,44.5313829787234,2021-02AZ
AZ,2021-03,47.365240641711225,2021-03AZ
AZ,2021-04,60.1525,2021-04AZ
AZ,2021-05,65.87355371900826,2021-05AZ
AZ,2021-06,77.95901639344262,2021-06AZ
AZ,2021-07,77.66525423728814,2021-07AZ
AZ,2021-08,76.26190476190476,2021-08AZ
AZ,2021-09,72.3578125,2021-09AZ
AZ,2021-10,58.5368,2021-10AZ
AZ,2021-11,54.56935483870968,2021-11AZ
AZ,2021-12,45.345238095238095,2021-12AZ
AZ,2022-01,42.5425641025641,2022-01AZ
AZ,2022-02,42.36649214659686,2022-02AZ
AZ,2022-03,49.420320855614975,2022-03AZ
AZ,2022-04,58.735828877005346,2022-04AZ
AZ,2022-05,65.98010752688171,2022-05AZ
AZ,2022-06,75.4538860103627,2022-06AZ
AZ,2022-07,78.33697916666667,2022-07AZ
AZ,2022-08,74.98210526315789,2022-08AZ
AZ,2022-09,72.12864583333334,2022-09AZ
AZ,2022-10,58.58465608465608,2022-10AZ
AZ,2022-11,44.334210526315786,2022-11AZ
AZ,2022-12,41.77354497354497,2022-12AZ
AZ,2023-01,38.39435897435897,2023-01AZ
AZ,2023-02,39.80913705583756,2023-02AZ
AZ,2023-03,45.325520833333336,2023-03AZ
AZ,2023-04,56.131052631578946,2023-04AZ
AZ,2023-05,63.85179487179487,2023-05AZ
AZ,2023-06,69.49020618556702,2023-06AZ
AZ,2023-07,82.12941176470589,2023-07AZ
AZ,2023-08,77.15130890052356,2023-08AZ
AZ,2023-09,70.4941798941799,2023-09AZ
AZ,2023-10,61.2878612716763,2023-10AZ
CA,2018-12,45.67577413479053,2018-12CA
CA,2019-01,46.80912343470483,2019-01CA
CA,2019-02,41.14561717352415,2019-02CA
CA,2019-03,48.7310592459605,2019-03CA
CA,2019-04,57.082110912343474,2019-04CA
CA,2019-05,56.9998201438849,2019-05CA
CA,2019-06,68.3360655737705,2019-06CA
CA,2019-07,72.40777576853526,2019-07CA
CA,2019-08,73.95836298932385,2019-08CA
CA,2019-09,67.28659420289854,2019-09CA
CA,2019-10,58.905514705882354,2019-10CA
CA,2019-11,53.3771897810219,2019-11CA
CA,2019-12,45.39833333333333,2019-12CA
CA,2020-01,46.020109689213896,2020-01CA
CA,2020-02,49.53309090909091,2020-02CA
CA,2020-03,47.78948339483395,2020-03CA
CA,2020-04,55.58545119705341,2020-04CA
CA,2020-05,62.67996357012751,2020-05CA
CA,2020-06,67.83181818181818,2020-06CA
CA,2020-07,73.35992647058823,2020-07CA
CA,2020-08,76.14686346863468,2020-08CA
CA,2020-09,72.40055350553506,2020-09CA
CA,2020-10,65.82598130841122,2020-10CA
CA,2020-11,51.17697974217311,2020-11CA
CA,2020-12,46.78521256931608,2020-12CA
CA,2021-01,46.48274582560297,2021-01CA
CA,2021-02,47.671323529411765,2021-02CA
CA,2021-03,48.01709558823529,2021-03CA
CA,2021-04,57.24909747292419,2021-04CA
CA,2021-05,62.46236559139785,2021-05CA
CA,2021-06,71.24491228070175,2021-06CA
CA,2021-07,75.4017793594306,2021-07CA
CA,2021-08,73.76415770609319,2021-08CA
CA,2021-09,69.94821428571429,2021-09CA
CA,2021-10,58.924637681159425,2021-10CA
CA,2021-11,55.26300366300366,2021-11CA
CA,2021-12,45.44654545454545,2021-12CA
CA,2022-01,47.80450281425891,2022-01CA
CA,2022-02,48.87672253258845,2022-02CA
CA,2022-03,52.93146067415731,2022-03CA
CA,2022-04,54.88555347091933,2022-04CA
CA,2022-05,60.227756653992394,2022-05CA
CA,2022-06,69.41870229007634,2022-06CA
CA,2022-07,74.11304347826088,2022-07CA
CA,2022-08,75.6533962264151,2022-08CA
CA,2022-09,72.06836158192091,2022-09CA
CA,2022-10,63.314122137404574,2022-10CA
CA,2022-11,47.25687022900763,2022-11CA
CA,2022-12,43.99503816793894,2022-12CA
CA,2023-01,43.39903474903475,2023-01CA
CA,2023-02,43.285551330798484,2023-02CA
CA,2023-03,44.39330783938815,2023-03CA
CA,2023-04,54.1498076923077,2023-04CA
CA,2023-05,59.75965909090909,2023-05CA
CA,2023-06,64.1523629489603,2023-06CA
CA,2023-07,75.4695895522388,2023-07CA
CA,2023-08,73.34896810506567,2023-08CA
CA,2023-09,66.32393320964749,2023-09CA
CA,2023-10,61.50226804123711,2023-10CA
CO,2018-12,24.245454545454546,2018-12CO
CO,2019-01,23.9963687150838,2019-01CO
CO,2019-02,23.164066852367686,2019-02CO
CO,2019-03,31.651966292134833,2019-03CO
CO,2019-04,42.811764705882354,2019-04CO
CO,2019-05,44.9672268907563,2019-05CO
CO,2019-06,57.38356545961003,2019-06CO
CO,2019-07,65.7771186440678,2019-07CO
CO,2019-08,65.28370165745856,2019-08CO
CO,2019-09,59.662707182320446,2019-09CO
CO,2019-10,38.73068493150685,2019-10CO
CO,2019-11,33.64846796657381,2019-11CO
CO,2019-12,25.47242339832869,2019-12CO
CO,2020-01,24.861281337047355,2020-01CO
CO,2020-02,24.12520775623269,2020-02CO
CO,2020-03,36.07450980392157,2020-03CO
CO,2020-04,40.93595505617978,2020-04CO
CO,2020-05,52.7938202247191,2020-05CO
CO,2020-06,61.257617728531855,2020-06CO
CO,2020-07,65.73286908077993,2020-07CO
CO,2020-08,66.99747191011235,2020-08CO
CO,2020-09,56.38798882681564,2020-09CO
CO,2020-10,45.720461095100866,2020-10CO
CO,2020-11,36.116573033707866,2020-11CO
CO,2020-12,24.420281690140847,2020-12CO
CO,2021-01,24.615774647887324,2021-01CO
CO,2021-02,23.661452513966477,2021-02CO
CO,2021-03,32.894617563739374,2021-03CO
CO,2021-04,40.36599326599327,2021-04CO
CO,2021-05,49.73952702702702,2021-05CO
CO,2021-06,62.30862068965517,2021-06CO
CO,2021-07,66.53559322033898,2021-07CO
CO,2021-08,63.68040540540541,2021-08CO
CO,2021-09,58.98576158940398,2021-09CO
CO,2021-10,44.546822742474916,2021-10CO
CO,2021-11,38.2990099009901,2021-11CO
CO,2021-12,29.41904761904762,2021-12CO
CO,2022-01,24.583238636363635,2022-01CO
CO,2022-02,22.821937321937323,2022-02CO
CO,2022-03,32.32134831460674,2022-03CO
CO,2022-04,40.614044943820225,2022-04CO
CO,2022-05,49.99126760563381,2022-05CO
CO,2022-06,60.87110481586402,2022-06CO
CO,2022-07,66.52893982808023,2022-07CO
CO,2022-08,64.32804532577903,2022-08CO
CO,2022-09,59.460683760683764,2022-09CO
CO,2022-10,44.64085714285714,2022-10CO
CO,2022-11,28.920285714285715,2022-11CO
CO,2022-12,23.896848137535816,2022-12CO
CO,2023-01,22.20195530726257,2023-01CO
CO,2023-02,23.211204481792716,2023-02CO
CO,2023-03,27.741643059490084,2023-03CO
CO,2023-04,38.342165242165244,2023-04CO
CO,2023-05,51.20168067226891,2023-05CO
CO,2023-06,56.47450980392157,2023-06CO
CO,2023-07,66.34,2023-07CO
CO,2023-08,64.32584269662921,2023-08CO
CO,2023-09,57.20226628895185,2023-09CO
CO,2023-10,45.221926910299004,2023-10CO
CT,2018-12,33.981818181818184,2018-12CT
CT,2019-01,27.4,2019-01CT
CT,2019-02,30.322727272727274,2019-02CT
CT,2019-03,34.87619047619047,2019-03CT
CT,2019-04,49.372727272727275,2019-04CT
CT,2019-05,57.50454545454545,2019-05CT
CT,2019-06,66.72857142857143,2019-06CT
CT,2019-07,75.17826086956521,2019-07CT
CT,2019-08,71.09130434782608,2019-08CT
CT,2019-09,63.821739130434786,2019-09CT
CT,2019-10,54.02173913043478,2019-10CT
CT,2019-11,38.495652173913044,2019-11CT
CT,2019-12,31.71,2019-12CT
CT,2020-01,33.37142857142857,2020-01CT
CT,2020-02,34.27391304347826,2020-02CT
CT,2020-03,41.630434782608695,2020-03CT
CT,2020-04,44.62,2020-04CT
CT,2020-05,56.68571428571429,2020-05CT
CT,2020-06,68.42857142857143,2020-06CT
CT,2020-07,75.74285714285713,2020-07CT
CT,2020-08,73.22727272727273,2020-08CT
CT,2020-09,64.12173913043478,2020-09CT
CT,2020-10,53.459090909090904,2020-10CT
CT,2020-11,45.800000000000004,2020-11CT
CT,2020-12,33.93478260869565,2020-12CT
CT,2021-01,29.604545454545452,2021-01CT
CT,2021-02,28.65909090909091,2021-02CT
CT,2021-03,39.38181818181818,2021-03CT
CT,2021-04,49.17368421052631,2021-04CT
CT,2021-05,57.980952380952374,2021-05CT
CT,2021-06,69.42857142857143,2021-06CT
CT,2021-07,71.47,2021-07CT
CT,2021-08,72.94999999999999,2021-08CT
CT,2021-09,65.60000000000001,2021-09CT
CT,2021-10,56.926315789473676,2021-10CT
CT,2021-11,41.144444444444446,2021-11CT
CT,2021-12,37.266666666666666,2021-12CT
CT,2022-01,24.311111111111114,2022-01CT
CT,2022-02,30.547058823529408,2022-02CT
CT,2022-03,39.03157894736842,2022-03CT
CT,2022-04,47.76470588235294,2022-04CT
CT,2022-05,61.04210526315789,2022-05CT
CT,2022-06,66.5578947368421,2022-06CT
CT,2022-07,74.27222222222223,2022-07CT
CT,2022-08,75.01578947368421,2022-08CT
CT,2022-09,63.92222222222222,2022-09CT
CT,2022-10,52.83684210526316,2022-10CT
CT,2022-11,45.46111111111111,2022-11CT
CT,2022-12,33.77222222222222,2022-12CT
CT,2023-01,37.19444444444444,2023-01CT
CT,2023-02,33.63333333333333,2023-02CT
CT,2023-03,38.9625,2023-03CT
CT,2023-04,51.16315789473684,2023-04CT
CT,2023-05,56.978947368421046,2023-05CT
CT,2023-06,65.74736842105263,2023-06CT
CT,2023-07,75.01578947368421,2023-07CT
CT,2023-08,69.89473684210526,2023-08CT
CT,2023-09,65.69444444444444,2023-09CT
CT,2023-10,56.46315789473684,2023-10CT
DE,2018-12,40.825,2018-12DE
DE,2019-01,34.2,2019-01DE
DE,2019-02,37.625,2019-02DE
DE,2019-03,42.675,2019-03DE
DE,2019-04,58.55,2019-04DE
DE,2019-05,66.15,2019-05DE
DE,2019-06,73.3,2019-06DE
DE,2019-07,79.75,2019-07DE
DE,2019-08,76.475,2019-08DE
DE,2019-09,71.58,2019-09DE
DE,2019-10,60.839999999999996,2019-10DE
DE,2019-11,42.7,2019-11DE
DE,2019-12,39.38333333333333,2019-12DE
DE,2020-01,39.483333333333334,2020-01DE
DE,2020-02,41.300000000000004,2020-02DE
DE,2020-03,48.833333333333336,2020-03DE
DE,2020-04,51.11666666666667,2020-04DE
DE,2020-05,60.06666666666666,2020-05DE
DE,2020-06,72.97999999999999,2020-06DE
DE,2020-07,80.2,2020-07DE
DE,2020-08,76.8,2020-08DE
DE,2020-09,68.36,2020-09DE
DE,2020-10,58.98,2020-10DE
DE,2020-11,51.32000000000001,2020-11DE
DE,2020-12,38.94,2020-12DE
DE,2021-01,35.739999999999995,2021-01DE
DE,2021-02,34.760000000000005,2021-02DE
DE,2021-03,46.980000000000004,2021-03DE
DE,2021-04,54.67999999999999,2021-04DE
DE,2021-05,62.7,2021-05DE
DE,2021-06,73.74,2021-06DE
DE,2021-07,77.52000000000001,2021-07DE
DE,2021-08,77.5,2021-08DE
DE,2021-09,70.17999999999999,2021-09DE
DE,2021-10,63.239999999999995,2021-10DE
DE,2021-11,45.35,2021-11DE
DE,2021-12,43.93333333333334,2021-12DE
DE,2022-01,31.333333333333332,2022-01DE
DE,2022-02,38.85,2022-02DE
DE,2022-03,46.43333333333334,2022-03DE
DE,2022-04,52.9,2022-04DE
DE,2022-05,64.88333333333334,2022-05DE
DE,2022-06,71.88333333333334,2022-06DE
DE,2022-07,78.83333333333333,2022-07DE
DE,2022-08,78.28333333333335,2022-08DE
DE,2022-09,69.43333333333334,2022-09DE
DE,2022-10,55.800000000000004,2022-10DE
DE,2022-11,49.86666666666667,2022-11DE
DE,2022-12,37.699999999999996,2022-12DE
DE,2023-01,43.11666666666667,2023-01DE
DE,2023-02,42.35,2023-02DE
DE,2023-03,45.26666666666667,2023-03DE
DE,2023-04,58.550000000000004,2023-04DE
DE,2023-05,61.43333333333334,2023-05DE
DE,2023-06,70.08333333333333,2023-06DE
DE,2023-07,78.45,2023-07DE
DE,2023-08,75.56666666666666,2023-08DE
DE,2023-09,69.73333333333333,2023-09DE
DE,2023-10,59.5,2023-10DE
FL,2018-12,64.50373134328358,2018-12FL
FL,2019-01,60.85857142857143,2019-01FL
FL,2019-02,69.61,2019-02FL
FL,2019-03,67.8391304347826,2019-03FL
FL,2019-04,72.91777777777777,2019-04FL
FL,2019-05,79.3,2019-05FL
FL,2019-06,82.79558823529412,2019-06FL
FL,2019-07,83.21102941176471,2019-07FL
FL,2019-08,83.39057971014492,2019-08FL
FL,2019-09,82.4842857142857,2019-09FL
FL,2019-10,79.46402877697842,2019-10FL
FL,2019-11,67.95864661654136,2019-11FL
FL,2019-12,66.3236641221374,2019-12FL
FL,2020-01,64.05217391304349,2020-01FL
FL,2020-02,65.74748201438848,2020-02FL
FL,2020-03,71.92835820895522,2020-03FL
FL,2020-04,74.53138686131386,2020-04FL
FL,2020-05,76.39852941176471,2020-05FL
FL,2020-06,81.58676470588235,2020-06FL
FL,2020-07,83.3890510948905,2020-07FL
FL,2020-08,83.76277372262774,2020-08FL
FL,2020-09,81.53455882352942,2020-09FL
FL,2020-10,78.53722627737227,2020-10FL
FL,2020-11,72.50507246376812,2020-11FL
FL,2020-12,60.28134328358209,2020-12FL
FL,2021-01,60.61666666666667,2021-01FL
FL,2021-02,66.11136363636365,2021-02FL
FL,2021-03,69.0124031007752,2021-03FL
FL,2021-04,71.56864406779661,2021-04FL
FL,2021-05,77.33361344537816,2021-05FL
FL,2021-06,81.35042016806723,2021-06FL
FL,2021-07,82.53008849557521,2021-07FL
FL,2021-08,83.28173913043479,2021-08FL
FL,2021-09,80.71848739495799,2021-09FL
FL,2021-10,77.3157894736842,2021-10FL
FL,2021-11,66.19655172413793,2021-11FL
FL,2021-12,68.64741379310345,2021-12FL
FL,2022-01,60.19692307692308,2022-01FL
FL,2022-02,65.14148148148148,2022-02FL
FL,2022-03,70.27538461538461,2022-03FL
FL,2022-04,73.15970149253731,2022-04FL
FL,2022-05,78.26615384615386,2022-05FL
FL,2022-06,82.09160305343511,2022-06FL
FL,2022-07,83.60390625,2022-07FL
FL,2022-08,83.5765625,2022-08FL
FL,2022-09,81.06904761904762,2022-09FL
FL,2022-10,73.75806451612904,2022-10FL
FL,2022-11,71.77153846153846,2022-11FL
FL,2022-12,64.03333333333333,2022-12FL
FL,2023-01,64.47380952380952,2023-01FL
FL,2023-02,69.19609375,2023-02FL
FL,2023-03,70.74045801526718,2023-03FL
FL,2023-04,74.64461538461538,2023-04FL
FL,2023-05,76.9078125,2023-05FL
FL,2023-06,81.36356589147286,2023-06FL
FL,2023-07,84.67,2023-07FL
FL,2023-08,85.24736842105263,2023-08FL
FL,2023-09,81.44409448818898,2023-09FL
FL,2023-10,75.532,2023-10FL
GA,2018-12,48.75233644859813,2018-12GA
GA,2019-01,46.25765765765766,2019-01GA
GA,2019-02,53.96330275229358,2019-02GA
GA,2019-03,54.22844036697247,2019-03GA
GA,2019-04,63.65181818181818,2019-04GA
GA,2019-05,74.68928571428572,2019-05GA
GA,2019-06,77.04018691588784,2019-06GA
GA,2019-07,80.36513761467889,2019-07GA
GA,2019-08,80.09633027522936,2019-08GA
GA,2019-09,78.675,2019-09GA
GA,2019-10,68.33363636363636,2019-10GA
GA,2019-11,51.77522935779817,2019-11GA
GA,2019-12,50.78545454545454,2019-12GA
GA,2020-01,49.663888888888884,2020-01GA
GA,2020-02,49.93181818181818,2020-02GA
GA,2020-03,61.221698113207545,2020-03GA
GA,2020-04,61.68703703703704,2020-04GA
GA,2020-05,68.17333333333333,2020-05GA
GA,2020-06,76.10370370370372,2020-06GA
GA,2020-07,80.79333333333332,2020-07GA
GA,2020-08,79.68411214953272,2020-08GA
GA,2020-09,73.30630630630631,2020-09GA
GA,2020-10,67.10000000000001,2020-10GA
GA,2020-11,58.972897196261684,2020-11GA
GA,2020-12,45.320754716981135,2020-12GA
GA,2021-01,46.14018691588785,2021-01GA
GA,2021-02,47.74485981308411,2021-02GA
GA,2021-03,58.2066037735849,2021-03GA
GA,2021-04,60.843589743589746,2021-04GA
GA,2021-05,68.37283950617284,2021-05GA
GA,2021-06,76.25125,2021-06GA
GA,2021-07,78.86233766233765,2021-07GA
GA,2021-08,79.44375,2021-08GA
GA,2021-09,72.77215189873418,2021-09GA
GA,2021-10,66.18311688311688,2021-10GA
GA,2021-11,51.46578947368421,2021-11GA
GA,2021-12,55.15405405405406,2021-12GA
GA,2022-01,44.37596153846154,2022-01GA
GA,2022-02,51.287254901960786,2022-02GA
GA,2022-03,57.42941176470588,2022-03GA
GA,2022-04,61.72830188679245,2022-04GA
GA,2022-05,72.3921568627451,2022-05GA
GA,2022-06,79.24019607843137,2022-06GA
GA,2022-07,80.58761904761906,2022-07GA
GA,2022-08,78.86019417475728,2022-08GA
GA,2022-09,73.057,2022-09GA
GA,2022-10,60.988,2022-10GA
GA,2022-11,56.273,2022-11GA
GA,2022-12,47.53762376237624,2022-12GA
GA,2023-01,50.33564356435643,2023-01GA
GA,2023-02,56.648039215686275,2023-02GA
GA,2023-03,57.56442307692308,2023-03GA
GA,2023-04,62.99708737864078,2023-04GA
GA,2023-05,68.69126213592233,2023-05GA
GA,2023-06,74.78019801980199,2023-06GA
GA,2023-07,80.79702970297029,2023-07GA
GA,2023-08,80.7019417475728,2023-08GA
GA,2023-09,73.9156862745098,2023-09GA
GA,2023-10,64.15421686746988,2023-10GA
HI,2018-12,69.31162790697675,2018-12HI
HI,2019-01,67.58863636363637,2019-01HI
HI,2019-02,65.76086956521739,2019-02HI
HI,2019-03,66.72558139534884,2019-03HI
HI,2019-04,70.24000000000001,2019-04HI
HI,2019-05,72.12340425531916,2019-05HI
HI,2019-06,74.02790697674418,2019-06HI
HI,2019-07,75.18837209302325,2019-07HI
HI,2019-08,76.04878048780488,2019-08HI
HI,2019-09,76.07000000000001,2019-09HI
HI,2019-10,74.03421052631579,2019-10HI
HI,2019-11,72.01666666666667,2019-11HI
HI,2019-12,70.5025641025641,2019-12HI
HI,2020-01,68.58205128205128,2020-01HI
HI,2020-02,67.25128205128206,2020-02HI
HI,2020-03,67.81025641025641,2020-03HI
HI,2020-04,69.30810810810812,2020-04HI
HI,2020-05,70.64722222222223,2020-05HI
HI,2020-06,72.83157894736841,2020-06HI
HI,2020-07,73.71891891891892,2020-07HI
HI,2020-08,74.53333333333333,2020-08HI
